symbol,headline,summary,source,url,published_at,is_catalyst,name,country,exchange,currency,ipo,share_outstanding,float_shares,market_cap
WHLR,Denison Mines (DNN) Closes Russell Lake Joint Venture with Skyharbour,"The share price of Denison Mines Corp. (NYSEAMERICAN:DNN) surged by 4.98% between December 12 and December 19, 2025, putting it among the Energy Stocks that Gained the Most This Week. Denison Mines Corp. (NYSEAMERICAN:DNN) is a uranium exploration and development company with interests focused in the Athabasca Basin region of northern Saskatchewan, Canada. Denison Mines […]",Finnhub,https://finnhub.io/api/news?id=9341f0d20b0bd1c0ec81310e45fa4f38c838417c7b57f2bbe7509e36c4c69c34,2025-12-22T21:29:40,0,"Wheeler Real Estate Investment Trust, Inc.",United States,NCM,USD,,1895599.0,563181.0,3544770.0
WHLRP,Denison Mines (DNN) Closes Russell Lake Joint Venture with Skyharbour,"The share price of Denison Mines Corp. (NYSEAMERICAN:DNN) surged by 4.98% between December 12 and December 19, 2025, putting it among the Energy Stocks that Gained the Most This Week. Denison Mines Corp. (NYSEAMERICAN:DNN) is a uranium exploration and development company with interests focused in the Athabasca Basin region of northern Saskatchewan, Canada. Denison Mines […]",Finnhub,https://finnhub.io/api/news?id=9341f0d20b0bd1c0ec81310e45fa4f38c838417c7b57f2bbe7509e36c4c69c34,2025-12-22T21:29:40,0,"Wheeler Real Estate Investment Trust, Inc.",United States,NCM,USD,,0.0,563181.0,4754368.0
GCO,3 Russell 2000 Stocks We Find Risky,"The Russell 2000 (^RUT) is home to many small-cap stocks, offering investors the chance to uncover hidden gems before the broader market catches on. However, these companies often come with higher volatility and risk, as their smaller size makes them more vulnerable to economic downturns.",Finnhub,https://finnhub.io/api/news?id=e2a79259811f5d5b7f5deabf23f78619eb245c779b2dfa0dac56aaa6919781f2,2025-12-22T20:30:59,0,Genesco Inc.,United States,NYQ,USD,,10792736.0,8860512.0,275823104.0
GBLI,"Global Indemnity: Overlooked, Profitable, And Renewed","Growth has returned in recent quarters for Global Indemnity, as core business expansion exceeded legacy segment drag. Read why GBLI stock is a Strong Buy.",Finnhub,https://finnhub.io/api/news?id=69a916fe49edd73ce1345424cab0e75bee4c7c6ee70269da9e3b7e29ef5e56e9,2025-12-22T19:17:27,0,"Global Indemnity Group, LLC",United States,NMS,USD,,10530342.0,4083840.0,399638304.0
LNZA,LanzaTech Reaches 53% Non-Controlling Ownership Milestone in LanzaJet,"SKOKIE, Ill., Dec. 22, 2025 (GLOBE NEWSWIRE) -- LanzaTech Global, Inc. (NASDAQ: LNZA) (“LanzaTech” or the “Company”), a leader in carbon transformation technology, today announced an increase in its holdings of LanzaJet, Inc. (“LanzaJet”), a leading sustainable aviation fuel technology provider and fuels producer, to 53%. This announcement follows the successful commissioning and production of ASTM-certified sustainable fuels including Synthetic Paraffinic Kerosene (SPK) and Renewable Diesel (RD",Finnhub,https://finnhub.io/api/news?id=c23bdeb1cebfaff45558f957e80eac000a31dc1712c7279458a26045e7f616d3,2025-12-22T13:55:00,0,"LanzaTech Global, Inc.",United States,NCM,USD,,2320216.0,1159621.0,30371628.0
FBRX,"Forte Biosciences, Inc. Reports Inducement Grant Under Nasdaq Listing Rules","DALLAS, December 22, 2025--Forte Biosciences, Inc. (www.fortebiorx.com) (NASDAQ: FBRX), a clinical-stage biopharmaceutical company focused on developing FB102, which is a proprietary anti-CD122 monoclonal antibody therapeutic candidate with potentially broad autoimmune and autoimmune-related indications, today announced the issuance of an equity inducement award as required by the Nasdaq Stock Market Rules.",Finnhub,https://finnhub.io/api/news?id=64245eb47e7dc934cfbed3841d18744f383ed3a388d8ef10b4507d3f1f17e65d,2025-12-22T13:01:00,0,"Forte Biosciences, Inc.",United States,NCM,USD,,12526935.0,6565492.0,349125696.0
EVTV,"AZIO AI Provides Additional Context on Strategic Discussions with Envirotech Vehicles and Emphasizes Disciplined, Shareholder-Aligned Transaction Framework","AZIO AI Corporation (""AZIO AI"") is providing additional context regarding its previously disclosed strategic discussions with Envirotech Vehicles, Inc. (NASDAQ: EVTV), following the recent publication of an independent valuation analysis indicating an enterprise value of approximately $480 million for AZIO AI.",Finnhub,https://finnhub.io/api/news?id=a92595da5c06e887ff6220cae1ad4ad283f15f129743869840a64a43f9440f2c,2025-12-22T12:37:00,0,"Envirotech Vehicles, Inc.",United States,NCM,USD,,4829515.0,4447838.0,2099873.0
LSF,"Laird Superfood, Inc. (LSF) M&A Call Transcript","Laird Superfood, Inc. (LSF) M&A Call December 22, 2025 4:30 PM ESTCompany ParticipantsJason Vieth - President, CEO & DirectorConference Call...",Finnhub,https://finnhub.io/api/news?id=33c8b1cbb96c3e995b5bb5dda38a16570875b4bd4a68efc499d01d8e2f2e103c,2025-12-22T10:27:37,0,"Laird Superfood, Inc.",United States,ASE,USD,,10687056.0,7124922.0,27251992.0
NREF,NexPoint Real Estate Finance: Attractive Valuation Heading Into 2026,,Finnhub,https://finnhub.io/api/news?id=389a0ab0bdd6a1ea8124ffb5946867f918f606220d0995bd65a1b308808e66ab,2025-12-22T09:47:40,0,"NexPoint Real Estate Finance, Inc.",United States,NYQ,USD,,17721828.0,8911598.0,319780960.0
DWTX,Dogwood Therapeutics Says Interim Phase 2B Data Show Pain Improvement With Halneuron,Dogwood Therapeutics (DWTX) said Monday that an interim analysis of its Phase 2b study for Halneuron,Finnhub,https://finnhub.io/api/news?id=9f27e728378a8b2a2aa102b06ad6bbce61c24219d16ba70f68c43b736638ba7e,2025-12-22T08:00:01,1,"Dogwood Therapeutics, Inc.",United States,NCM,USD,,29727866.0,358031.0,120992416.0
VMAR,BC-Most Active Stocks,"Haoxin Holdings Ltd. 320,205,311 1.47",Finnhub,https://finnhub.io/api/news?id=46eb8a59f7eae13cdc237e3b88157456132bc776e0b272bf67b73f306efb6d84,2025-12-22T07:30:18,0,Vision Marine Technologies Inc.,Canada,NCM,USD,,24258735.0,4706358.0,5761449.0
DWTX,Dogwood Therapeutics Announces Positive Interim Phase 2b Clinical Trial Results in Chemotherapy Induced Neuropathic Pain,"- Halneuron® treated patients separating from placebo on pain improvement assessment; Company expects top-line results availability in Q3 2026 - - The overall study dropout rate of ~4.4% is far below rates typically observed with other FDA approved chronic pain medicines - ATLANTA, Dec. 22, 2025 (GLOBE NEWSWIRE) -- Dogwood Therapeutics, Inc. (Nasdaq: DWTX) (the “Company”), a development-stage biotechnology company developing new medicines to treat pain and neuropathy, today announces positive re",Finnhub,https://finnhub.io/api/news?id=98be6d8e756b8931b970856d2fc3a1987b93a7e5353c3e2421d13107e5c45d3b,2025-12-22T07:15:00,1,"Dogwood Therapeutics, Inc.",United States,NCM,USD,,29727866.0,358031.0,120992416.0
DAVE,Are Business Services Stocks Lagging  DAVE INC (DAVE) This Year?,Here is how Dave Inc. (DAVE) and Digi Power X Inc. (DGXX) have performed compared to their sector so far this year.,Finnhub,https://finnhub.io/api/news?id=65cc400a90ee13cf3b2b4af1e5d5a1b11c8a8268594e290b6c910dd37c5246b7,2025-12-22T06:40:05,0,Dave Inc.,United States,NGM,USD,,12190000.0,9002226.0,3095405568.0
FET,Implied Volatility Surging for Forum Energy Technologies Stock Options,Investors need to pay close attention to Forum Energy Technologies stock based on the movements in the options market lately.,Finnhub,https://finnhub.io/api/news?id=0012b557272ee69e920ef710f2e37cad43490a152ac2e8ec4d9fa9ed4bd88418,2025-12-22T06:35:00,0,"Forum Energy Technologies, Inc.",United States,NYQ,USD,,11377958.0,9672971.0,437445440.0
ELA,Envela Corporation (ELA) Hits Fresh High: Is There Still Room to Run?,"Envela (ELA) is at a 52-week high, but can investors hope for more gains in the future? We take a look at the company's fundamentals for clues.",Finnhub,https://finnhub.io/api/news?id=27a8213d69d81549a9584542cce5f86dd1873e9b7e5b1b06e20f35125d56cad6,2025-12-22T06:15:02,0,Envela Corporation,US,NYSE MKT LLC,USD,1992-03-18,25963476.0,5406115.0,324565984.0
COHN,Cohen & Company Announces Special Cash Dividend of $2.00 Per Share,"PHILADELPHIA and NEW YORK, Dec. 22, 2025 (GLOBE NEWSWIRE) -- Cohen & Company Inc. (NYSE American: COHN) today announced that its Board of Directors has declared a special cash dividend of $2.00 per share, payable on January 22, 2026, to stockholders of record as of January 7, 2026. Lester Brafman, Chief Executive Officer, commented, ""We are pleased to recognize our recent strong operating performance through the announcement of a special cash dividend of $2.00 per share. This special dividend un",Finnhub,https://finnhub.io/api/news?id=f31371b3f37f649acaeaa850407c2a4a80aeefe850a9ab9253ef9b371694f921,2025-12-22T05:15:00,0,Cohen & Company Inc.,United States,ASE,USD,,2035863.0,956722.0,35403672.0
LUCY,"Innovative Eyewear, Inc. Announces Participation in Key Industry Events in Q1 2026","Innovative Eyewear, Inc. (""Innovative Eyewear"" or the ""Company"") (NASDAQ: LUCY; LUCYW), the developer & manufacturer of smart eyewear under the Lucyd®, Lucyd Armor®, Reebok®, Eddie Bauer® and Nautica® brands, today announces its participation in a series of key industry events throughout the first quarter of 2026.",Finnhub,https://finnhub.io/api/news?id=264bfefc624f637c8ce27790d18d5d561948aa1c722661caf6fe5a02d6871515,2025-12-22T05:00:00,0,"Lucyd, Inc",United States,NCM,USD,,5350183.0,4150404.0,6527223.0
LITM,Global Uranium and Enrichment Limited's Scheme Booklet Registered with the Australian Securities and Investments Commission,"Winnipeg, Manitoba--(Newsfile Corp. - December 22, 2025) - Snow Lake Resources Ltd., d/b/a Snow Lake Energy (NASDAQ: LITM) (""Snow Lake""), a uranium exploration and development company, announces that Global Uranium and Enrichment Limited's (""GUE"") Scheme Booklet has today been registered by the Australian Securities and Investments Commission (""ASIC"").As previously announced by Snow Lake:On October 26, 2025 in relation to the proposed acquisition by Snow Lake of all of the fully paid ordinary...",Finnhub,https://finnhub.io/api/news?id=bc7f35b75f6efd6c16bd3098c72eb7e10818b80754894be239faeba3ef0905a9,2025-12-22T04:30:00,1,Snow Lake Resources Ltd.,Canada,NCM,USD,,18026269.0,8720610.0,61469584.0
FUNC,3 Undervalued Small Caps With Insider Action Across Global Markets,"As the U.S. market experiences a resurgence with major stock indexes closing sharply higher for the second consecutive day, small-cap stocks are gaining attention amid this renewed risk appetite. In this dynamic environment, identifying promising small-cap opportunities involves looking at companies with solid fundamentals and potential growth catalysts that align well with current market trends.",Finnhub,https://finnhub.io/api/news?id=6c241d995caedd57a0455e233974c2ddaf1e0152a852ea2421a8b058133d3a05,2025-12-22T03:39:30,0,First United Corporation,United States,NMS,USD,,6496908.0,5959809.0,251625248.0
DTSQ,DT Cloud Star Acquisition Corporation Announces Cancellation of Extraordinary General Meeting,"New York, New York, Dec. 22, 2025 (GLOBE NEWSWIRE) -- DT Cloud Star Acquisition Corporation (Nasdaq: DTSQU, DTSQ, DTSQR) (the “Company”), a newly organized blank check company incorporated in the Cayman Islands as a business company, today announced that it has cancelled the extraordinary general meeting of its shareholders that was previously adjourned to 10:00 a.m. Eastern Time on December 22, 2025 (the “EGM”), and has withdrawn from consideration by the shareholders the proposals set forth in",Finnhub,https://finnhub.io/api/news?id=45ae2703f75fcc5e30a2b138cd25b17d2b545635553954f84c61b356d963c148,2025-12-22T03:30:00,1,DT Cloud Star Acquisition Corporation,United States,NGM,USD,,3653409.0,5568848.0,96574768.0
PLPC,Why Preformed Line Products Company (NASDAQ:PLPC) Could Be Worth Watching,"Preformed Line Products Company ( NASDAQ:PLPC ), is not the largest company out there, but it saw a double-digit share...",Finnhub,https://finnhub.io/api/news?id=d4262d31a23e4a10713e4be420431ff210ba0217471031de56c63e94ef8a4fd9,2025-12-22T02:50:13,0,Preformed Line Products Company,United States,NMS,USD,,4901871.0,2550296.0,1047811904.0
IMDX,"CareDX Has Reached An Inflection Point, But Regulatory Risks Remain (Upgrade)","CareDx, Inc. reports its first net profit in a decade with improved cash flow and margins. Click for this updated look at CDNA stock prospects.",Finnhub,https://finnhub.io/api/news?id=cc4956a08debd68e8934d75384b7a2a7a4b70cb205d0d07ae9ac6c13e8be2cae,2025-12-22T02:15:04,0,Insight Molecular Diagnostics Inc.,United States,NCM,USD,,28664437.0,7782395.0,182592448.0
DAVE,Evaluating Dave (DAVE)’s Valuation After Its Strong Year-to-Date Share Price Rebound,"Dave (DAVE) has quietly turned into one of the market’s more surprising comeback stories, with the stock up sharply this year even after a choppy past 3 months and mixed long term returns. See our latest analysis for Dave. That recent wobble aside, momentum still looks very much alive here. A double digit 7 day share price return is feeding into a strong year to date gain and an exceptional multi year total shareholder return. If Dave’s run has you thinking about what else could surprise to...",Finnhub,https://finnhub.io/api/news?id=61a4844dc3ba38254a4677c4a2f720ec87e62a6a71c3e144fc96bc4064616547,2025-12-22T00:08:32,0,Dave Inc.,United States,NGM,USD,,12190000.0,9002226.0,3095405568.0
WOLF,Wolfspeed: Full Production Ramp Ripe For Automotive Scaling,"Wolfspeed is set to benefit from the EV surge, strong Toyota ties, and growing production. Click here to read an analysis of WOLF stock now.",Finnhub,https://finnhub.io/api/news?id=671bd6e041a07568239b0e325929f244ae843689aa6dda3f95218bf037f80d6b,2025-12-21T21:22:15,0,"Wolfspeed, Inc.",US,"NEW YORK STOCK EXCHANGE, INC.",USD,1993-02-09,25892446.0,7490167.0,464769440.0
KRUS,1 Small-Cap Stock on Our Buy List and 2 That Underwhelm,"Many small-cap stocks have limited Wall Street coverage, giving savvy investors the chance to act before everyone else catches on. But the flip side is that these businesses have increased downside risk because they lack the scale and staying power of their larger competitors.",Finnhub,https://finnhub.io/api/news?id=39e55d86539f342459dd0e278749fb24dbe1d7d5d68499853d2f8b7561810d65,2025-12-21T20:35:57,0,"Kura Sushi USA, Inc.",United States,NGM,USD,,11111427.0,5878790.0,683571776.0
RBOT,Vicarious Surgical (RBOT) Price Target Decreased by 44.44% to 5.10,,Finnhub,https://finnhub.io/api/news?id=160e9dce9efdc75e2bc98a2158948d2939fa98124a473e7608e812a03ee6f270,2025-12-21T15:21:43,0,Vicarious Surgical Inc.,US,"NEW YORK STOCK EXCHANGE, INC.",USD,2020-09-04,6463251.0,3247807.0,13878620.0
PVLA,High Analyst Confidence on Palvella Therapeutics (PVLA) Following Encouraging Phase 2 Data for QTORIN Rapamycin,"With strong 1-year returns and upside potential, Palvella Therapeutics, Inc. (NASDAQ:PVLA) secures a spot on our list of the 12 best multibagger stocks to buy heading into 2026. On December 16, 2025, analyst confidence in Palvella Therapeutics, Inc. (NASDAQ:PVLA) was seen rising, as the company announced encouraging Phase 2 data for QTORIN rapamycin in cutaneous […]",Finnhub,https://finnhub.io/api/news?id=8060c619a9196f4ee54086e2d9c3defaf84c28cff7bbee2945c9f6e7990bdb8a,2025-12-21T04:31:20,1,"Palvella Therapeutics, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2014-12-18,11836490.0,6585941.0,1223538048.0
